traffic,cpu,memory,optimal_cpu
4339,6,35,5
3978,5,53,5
1072,11,40,2
3312,8,53,4
273,10,27,1
1455,12,40,3
111,2,20,1
291,4,32,2
3506,13,18,3
213,1,62,2
2841,3,10,3
3023,1,61,4
681,9,56,2
2747,7,28,3
381,5,5,1
1261,10,57,3
2967,10,24,3
2156,2,26,2
2665,5,40,4
3759,14,49,5
2714,14,11,3
4043,8,44,5
1002,7,39,2
3863,12,21,4
3212,13,46,4
905,11,13,1
1144,1,18,1
4199,9,48,5
2945,2,5,3
992,6,60,2
3515,9,53,4
2378,2,30,2
1819,10,28,2
1479,13,12,2
1958,3,4,2
2584,2,14,3
2734,12,58,4
2319,12,31,2
1861,6,58,3
4941,3,31,5
411,6,12,1
4069,6,58,5
2139,10,54,3
328,14,13,1
4687,1,26,4
3014,9,59,4
3367,9,5,3
2270,9,52,3
679,5,31,1
4286,1,16,4
838,3,54,2
756,6,4,1
4078,13,31,4
3234,5,15,3
646,14,28,1
2243,15,44,3
4595,8,57,5
4034,3,17,4
282,5,24,1
2326,6,38,3
4714,12,37,5
2140,1,8,2
1468,12,58,3
4599,12,27,4
591,14,58,2
3162,1,12,3
3089,12,45,4
2481,9,26,3
3242,8,14,3
4028,11,49,5
2201,11,59,3
2307,14,33,3
4362,6,46,5
3456,10,13,3
323,4,52,2
4561,2,34,5
925,2,21,1
1841,9,50,3
3988,14,20,4
356,15,20,1
1538,2,47,3
1311,15,35,3
1516,4,18,2
4875,15,56,6
4738,15,8,4
1236,15,49,3
3320,3,58,4
4707,10,41,5
4538,15,14,4
1446,2,47,3
448,1,8,1
3934,11,5,4
288,4,47,2
4980,3,22,5
3515,14,55,4
3086,12,41,4
2559,13,29,3
3853,5,36,5
1719,8,27,2
2698,9,36,4
1994,3,22,2
3364,7,53,4
3724,11,38,5
1638,8,12,2
2066,12,54,3
2805,13,9,3
152,15,47,2
2516,2,63,4
4868,11,22,5
3588,10,40,4
563,12,36,2
676,2,9,1
1521,12,36,3
2416,4,21,3
197,2,38,2
3190,2,46,4
550,8,47,2
4032,12,22,4
274,15,28,1
4129,2,18,4
2745,11,9,3
3405,8,61,4
4283,3,18,4
4664,15,51,5
1028,6,54,2
3111,15,40,4
4510,9,61,5
2590,6,39,4
2301,1,18,2
2934,14,30,3
2710,5,48,4
1476,8,5,2
150,9,43,2
4349,11,60,5
357,2,31,1
1637,2,46,3
4642,5,56,5
4056,5,6,4
1005,5,11,1
789,13,38,2
4377,2,55,5
3907,4,3,4
2692,13,18,3
3664,1,15,4
4069,8,10,4
3630,3,11,4
1734,10,43,3
2923,1,35,4
1958,5,17,2
4424,13,38,5
881,15,52,2
3658,3,22,4
2586,13,44,4
1013,8,57,2
4629,14,52,5
1824,14,15,2
1355,1,47,3
2535,15,19,3
2150,8,10,2
1233,7,33,3
1658,4,4,2
1362,10,49,3
3940,12,33,5
4239,4,53,5
594,2,34,2
4051,9,61,5
1850,12,55,3
200,15,12,1
1522,3,21,2
2380,2,25,2
1715,1,10,2
3441,4,30,3
1997,12,17,2
3580,10,37,4
552,1,16,1
1851,1,55,3
2737,9,17,3
4610,11,40,5
1625,6,51,3
434,8,38,2
2242,2,51,3
4374,4,40,5
2441,7,37,4
912,1,35,2
4111,8,15,4
4485,15,4,4
935,4,13,1
4341,7,5,4
4392,4,17,4
166,2,30,1
2895,15,23,3
4520,4,41,5
3920,12,25,4
1666,15,45,3
1832,5,6,2
177,3,49,2
1546,10,8,2
3203,7,3,3
2389,1,34,3
2771,12,60,4
2877,9,28,3
4411,4,17,4
1427,9,36,3
4772,6,57,5
2866,2,40,4
1837,7,45,3
1214,11,51,3
3734,3,30,4
1181,12,3,1
483,2,48,2
1877,12,7,2
912,5,24,1
1060,8,3,1
4405,5,29,4
1796,3,33,3
1675,2,28,2
643,4,27,1
4026,9,60,5
3118,5,8,3
1996,4,22,2
2828,1,41,4
4688,12,45,5
4055,4,33,5
659,4,58,2
3189,3,20,3
2203,3,23,2
3814,12,2,4
539,14,43,2
2030,11,7,2
3105,1,61,4
4486,7,59,5
560,15,58,2
2139,7,51,3
4148,8,19,4
3484,5,48,4
4016,15,35,5
2706,1,13,3
1412,1,54,3
2706,6,20,3
3406,3,62,4
3111,10,63,4
4667,9,50,5
1855,11,19,2
1669,3,32,3
1219,6,3,2
3669,7,11,4
2211,11,24,2
957,13,41,2
1069,6,48,2
2236,3,44,3
364,1,44,2
1654,5,12,2
2965,5,20,3
702,4,10,1
3849,14,47,5
252,3,34,2
4600,7,49,5
2423,10,17,3
4679,7,25,4
3920,14,47,5
3225,6,14,3
1492,4,30,2
4773,14,3,4
265,11,19,1
256,2,62,2
2985,4,42,4
3800,13,21,4
1537,13,6,2
3585,9,10,3
1878,4,59,3
2899,8,54,4
4781,2,59,5
2713,15,9,3
1413,3,57,3
1124,12,22,1
2521,2,23,3
1573,6,62,3
2332,12,43,3
4061,7,60,5
2237,14,46,3
2298,12,25,2
3778,11,30,4
3325,2,22,3
1335,11,45,3
4165,1,35,5
159,12,15,1
4238,6,49,5
415,14,19,1
377,11,23,1
3015,3,49,4
3187,15,44,4
2272,4,42,3
729,5,57,2
2066,4,25,2
1334,11,16,2
3552,15,36,4
4304,6,15,4
2109,5,51,3
1761,13,59,3
1062,2,7,1
677,2,13,1
4516,7,50,5
2444,11,61,4
3309,3,62,4
1517,12,55,3
434,5,24,1
2908,2,51,4
2788,6,4,3
3704,3,10,4
3722,7,50,5
4728,10,21,4
2479,7,10,3
3176,13,2,3
3812,12,11,4
2899,8,26,3
4467,4,16,4
2384,14,53,3
761,3,60,2
1878,6,6,2
2453,4,21,3
1900,7,33,3
2484,14,62,4
1700,12,19,2
4079,10,17,4
4980,14,42,6
4976,15,30,5
4489,15,36,5
4351,6,4,4
864,10,35,2
616,6,62,2
4504,15,40,5
3170,9,49,4
1812,3,11,2
1603,5,4,2
1867,8,24,2
1287,13,27,2
1855,13,20,2
2211,11,12,2
440,10,40,2
4798,10,20,4
3449,2,40,4
341,15,51,2
1830,9,63,3
399,3,20,1
2091,15,63,3
642,13,25,1
3827,8,24,4
621,14,58,2
3484,1,18,3
3305,12,28,3
278,5,28,1
3223,9,38,4
1714,12,29,2
1437,8,47,3
4534,3,19,4
3071,5,8,3
4445,10,36,5
2369,9,25,2
1946,4,40,3
286,7,37,2
4940,3,51,6
652,9,16,1
1336,14,29,2
2476,8,59,4
1602,15,47,3
3521,7,48,4
419,11,19,1
986,12,10,1
1195,6,22,1
1252,10,5,2
3137,15,51,4
4143,1,41,5
3480,12,31,3
3822,12,45,5
4598,5,55,5
4444,10,3,4
2367,1,29,2
219,5,27,1
1192,12,27,1
4347,14,52,5
4434,6,26,4
4860,1,47,6
1758,6,23,2
3807,10,48,5
1900,4,8,2
1875,15,5,2
4569,7,31,4
228,2,7,1
1887,11,4,2
2453,5,62,4
2492,9,12,3
2285,10,49,3
3797,11,26,4
4862,8,47,6
4043,6,50,5
1389,11,25,2
1788,12,32,3
3188,11,40,4
1059,1,34,2
518,6,33,2
3376,10,5,3
4935,1,17,5
4825,3,16,5
3231,10,47,4
2468,9,33,4
2134,15,34,3
1701,15,48,3
4028,4,44,5
3000,5,50,4
3890,9,41,5
3852,6,51,5
2194,5,33,3
2607,1,24,3
3435,4,45,4
241,5,44,2
960,3,57,2
3077,11,15,3
1607,11,28,2
1897,4,7,2
2723,13,62,4
2763,13,4,3
1439,12,49,3
2694,1,59,4
3192,10,6,3
1417,11,10,2
3419,6,59,4
2345,11,44,3
3608,6,13,4
3056,6,55,4
1198,14,58,2
4393,14,7,4
4754,9,41,5
3775,4,57,5
1125,8,24,1
321,7,2,1
849,13,15,1
1929,6,39,3
4566,13,38,5
2372,2,15,2
1329,2,17,2
2231,2,35,3
2486,7,20,3
761,8,50,2
2407,3,7,3
1225,4,51,3
3573,1,10,3
2118,3,4,2
923,2,20,1
104,2,28,1
4706,15,19,4
1769,7,4,2
3490,4,48,4
2553,5,5,3
3591,10,52,4
526,12,47,2
1737,9,39,3
2267,14,28,2
4686,1,43,5
3718,9,33,5
4071,4,27,4
1513,3,52,3
1043,13,18,1
1628,14,40,3
2429,2,59,4
4086,4,9,4
2487,10,23,3
200,1,63,2
3684,14,50,5
1263,13,46,3
4943,10,30,5
2309,15,51,3
1667,1,20,2
4091,5,32,5
1158,2,62,2
606,8,23,1
317,5,53,2
782,3,61,2
3687,12,59,5
2525,4,20,3
4526,3,40,5
3340,4,54,4
2288,4,37,3
3631,13,7,4
3496,5,49,4
1520,12,13,2
3028,1,12,3
437,1,3,1
3608,8,3,4
1002,5,36,2
3068,9,10,3
1811,12,15,2
4909,14,48,6
2881,9,36,4
3406,4,49,4
4214,3,19,4
1497,7,52,3
1338,6,48,3
4825,3,56,6
2375,12,57,3
1582,7,8,2
2539,4,53,4
1750,1,43,3
4870,3,29,5
768,5,25,1
3049,15,26,3
3725,5,32,5
4976,3,47,6
4599,14,20,4
3898,6,37,5
2544,4,45,4
4653,13,22,4
1358,11,24,2
4185,7,52,5
2889,3,35,4
4683,9,52,5
568,9,37,2
2581,12,36,4
2150,4,61,3
3559,6,50,4
3039,10,50,4
4461,8,18,4
3618,12,23,4
242,1,2,1
4278,12,44,5
2372,7,63,3
2853,1,2,3
805,2,14,1
421,6,11,1
2014,15,39,3
741,4,45,2
3592,8,50,4
362,4,23,1
2559,6,35,4
858,11,20,1
2433,7,55,4
1888,13,42,3
1330,14,61,3
2903,6,37,4
2703,14,28,3
4675,8,25,4
3202,11,35,4
3143,4,7,3
4793,4,43,5
4396,11,59,5
4506,2,57,5
4105,10,38,5
1559,2,63,3
4592,3,2,4
4080,15,20,4
1303,12,18,2
4283,10,25,4
4776,5,16,4
3932,14,30,4
1201,15,49,3
2194,14,46,3
298,2,17,1
3566,6,59,4
1399,1,15,2
3496,10,53,4
1620,13,8,2
1023,2,8,1
3841,9,51,5
1815,6,14,2
4222,15,28,4
4289,6,48,5
4719,9,16,4
3302,15,19,3
1550,3,6,2
885,11,57,2
1258,14,20,2
1052,14,33,2
3854,4,47,5
2376,1,24,2
3459,4,14,3
4427,2,17,4
3075,13,25,3
2435,14,35,4
139,13,53,2
2510,15,32,4
4017,10,46,5
1276,2,45,3
1590,6,12,2
4063,11,35,5
1383,3,30,2
4635,4,35,5
4771,7,58,5
3852,7,25,4
1231,14,49,3
3954,13,47,5
3886,11,26,4
4301,1,62,5
4722,4,50,5
137,13,7,1
526,6,57,2
3443,4,3,3
1663,4,27,2
2872,9,10,3
2397,10,43,3
223,10,36,2
4811,8,63,6
4157,3,40,5
4417,11,57,5
2609,9,33,4
3628,8,40,5
2507,4,44,4
3772,6,13,4
536,3,17,1
4632,5,58,5
628,5,40,2
3178,9,22,3
4226,1,47,5
2145,1,31,2
1158,15,20,1
3603,7,52,5
4990,12,5,5
3299,10,59,4
3683,14,61,5
1259,7,28,2
3192,1,27,3
4959,6,17,5
1869,7,42,3
257,2,55,2
4520,8,7,4
1926,7,37,3
4750,9,31,4
4770,8,25,4
3140,8,45,4
3260,14,10,3
2451,14,13,3
4488,12,3,4
2292,9,56,3
1039,15,21,1
4304,4,2,4
1875,11,48,3
2437,10,33,4
3565,15,50,4
4165,7,30,4
1976,8,7,2
1732,6,13,2
2896,6,24,3
3240,9,32,4
3184,5,18,3
2350,9,18,2
2544,6,11,3
843,5,10,1
4242,3,47,5
1050,6,22,1
4551,1,3,4
3485,10,44,4
1864,13,53,3
4017,6,24,4
410,9,53,2
1613,2,23,2
2196,12,58,3
643,6,2,1
2398,15,8,2
2745,15,3,3
4436,5,36,5
1517,11,22,2
4899,1,62,6
1646,4,19,2
4374,2,28,4
2732,6,8,3
3187,4,37,4
4726,12,46,5
4651,1,23,4
4284,6,31,4
3760,9,25,4
1906,3,9,2
2333,12,5,2
4160,2,29,4
985,9,41,2
2391,8,54,3
1054,1,54,2
472,10,37,2
967,8,10,1
2629,1,37,4
1035,13,26,1
3166,8,30,3
696,2,63,2
856,15,17,1
4353,6,25,4
4354,10,6,4
256,12,47,2
1170,4,38,2
3604,9,54,5
1058,8,44,2
3367,8,28,3
707,9,6,1
952,3,43,2
4441,5,36,5
3396,14,5,3
841,14,30,1
4060,4,13,4
1568,12,26,2
4665,6,46,5
763,1,18,1
3765,11,57,5
1819,1,4,2
3414,15,49,4
2229,7,40,3
3173,13,28,3
4415,3,57,5
4329,4,35,5
3606,9,11,4
3067,10,21,3
254,14,57,2
2274,6,58,3
2000,6,41,3
2044,9,19,2
1048,4,33,2
415,4,40,2
4020,9,38,5
1671,5,44,3
4202,7,54,5
1858,11,22,2
4590,8,49,5
3293,4,48,4
1560,6,28,2
2918,4,61,4
4355,3,14,4
4728,13,6,4
3690,13,37,5
2526,7,2,3
3317,7,48,4
2736,2,50,4
267,11,34,2
3120,6,53,4
483,10,36,2
4370,4,39,5
232,7,46,2
3785,8,56,5
310,15,55,2
2420,5,45,4
1588,4,37,3
466,10,24,1
4975,12,20,5
4852,7,40,6
3616,3,23,4
1328,7,50,3
4939,9,38,6
3684,14,2,4
1253,13,33,3
475,9,12,1
871,14,22,1
2293,15,44,3
3255,12,6,3
1508,1,6,2
1230,8,27,2
1014,5,3,1
4737,6,10,4
2251,7,31,2
2789,7,38,4
953,3,36,2
4756,5,7,4
2873,1,28,3
545,11,19,1
650,6,14,1
2950,14,60,4
1250,15,48,3
363,8,27,1
3557,2,40,4
4839,4,58,6
1341,13,16,2
4815,1,29,5
3870,8,53,5
2990,13,26,3
4807,12,63,6
2032,14,54,3
1651,7,52,3
4241,9,16,4
1258,12,38,3
762,11,15,1
767,8,16,1
1974,6,13,2
4062,6,53,5
4377,9,19,4
2057,8,37,3
1790,1,2,2
4371,13,42,5
4725,5,13,4
959,10,51,2
4677,11,9,4
780,1,21,1
4361,10,39,5
615,9,8,1
4309,11,23,4
3824,15,5,4
972,1,48,2
3795,6,63,5
2728,11,49,4
4526,8,52,5
3671,3,49,5
2021,15,56,3
538,10,55,2
3495,12,40,4
678,2,32,2
4123,4,52,5
2567,14,11,3
3567,4,6,3
4956,13,8,5
3750,12,12,4
2163,7,49,3
2188,2,45,3
4513,11,32,5
2630,9,4,3
3558,2,21,3
1243,12,56,3
792,10,17,1
4617,14,7,4
2334,13,47,3
2054,1,21,2
3050,14,55,4
995,13,24,1
4254,10,41,5
2900,6,60,4
3861,7,53,5
885,2,50,2
4242,2,31,4
1406,15,35,3
1587,9,38,3
2241,14,50,3
3102,2,50,4
4025,13,8,4
1752,7,34,3
3139,7,16,3
3182,14,48,4
736,4,34,2
1135,12,59,2
4339,1,24,4
4615,3,62,5
1906,9,25,2
1118,9,49,2
4627,10,52,5
4995,5,40,6
1942,13,10,2
2040,1,37,3
2450,13,55,4
1009,6,58,2
105,3,10,1
3206,13,29,3
3936,12,37,5
4237,5,16,4
3580,1,43,4
1130,5,19,1
4928,13,58,6
4589,11,57,5
1197,15,18,1
2877,14,57,4
4905,4,48,6
4157,14,51,5
4818,4,32,6
1137,3,61,2
4134,12,24,4
3849,2,33,5
2764,9,30,3
1202,14,42,3
1645,15,13,2
1852,6,45,3
2678,9,4,3
2900,14,50,4
208,11,61,2
4807,1,32,6
2882,15,62,4
4119,5,32,5
2605,1,46,4
2827,9,29,3
2385,5,29,2
1895,9,6,2
4035,3,34,5
2203,7,13,2
4570,2,4,4
3086,1,37,4
3398,3,7,3
2300,8,60,3
518,9,30,1
2074,14,23,2
200,12,29,1
4752,3,35,5
837,9,36,2
4505,12,25,4
3323,14,13,3
2922,1,24,3
4879,11,9,5
4120,13,18,4
1667,8,19,2
1203,7,52,3
1058,10,50,2
426,12,24,1
1589,7,48,3
456,12,32,2
2099,3,58,3
101,12,8,1
3980,15,17,4
4542,15,44,5
3758,13,22,4
3091,1,33,4
1023,12,49,2
4184,15,29,4
3768,12,19,4
4484,1,46,5
3906,6,61,5
2353,7,62,3
2347,1,34,3
232,5,8,1
1969,13,39,3
4628,13,63,5
3136,15,18,3
3673,3,40,5
1136,14,45,2
3284,1,50,4
2541,9,26,3
849,2,4,1
2893,10,54,4
4009,9,48,5
3832,4,51,5
3901,12,22,4
1749,8,5,2
1042,4,22,1
3592,12,3,3
707,7,28,1
612,3,24,1
1522,7,35,3
3594,9,27,3
3145,6,9,3
4713,7,62,5
705,4,29,1
491,14,11,1
1452,3,40,3
4108,4,24,4
4707,3,35,5
380,3,30,1
1288,8,47,3
409,12,10,1
1721,4,25,2
197,2,25,1
3687,13,12,4
1822,10,29,2
2871,1,45,4
2306,6,37,3
4719,4,63,5
898,2,38,2
1409,15,48,3
3065,12,9,3
169,6,22,1
2383,4,5,2
1452,3,57,3
2922,9,32,4
4187,10,22,4
2427,14,10,3
4731,7,11,4
2530,13,24,3
2349,2,29,2
968,14,47,2
4953,9,21,5
3428,6,11,3
368,4,7,1
760,11,43,2
1681,5,63,3
4514,6,37,5
4589,2,35,5
2501,9,16,3
4929,7,53,6
1459,10,31,2
1342,5,60,3
212,8,30,1
3781,4,63,5
4080,9,23,4
4749,15,9,4
304,14,5,1
4910,9,49,6
4235,12,53,5
1186,9,59,2
1979,10,23,2
921,4,3,1
3113,13,54,4
3156,12,26,3
957,7,6,1
853,4,51,2
2953,9,12,3
4308,4,27,4
2455,14,45,4
2124,9,35,3
844,1,47,2
4054,9,33,5
3847,12,52,5
3262,3,58,4
750,9,54,2
3658,5,36,5
4560,11,19,4
4877,10,43,6
1745,11,40,3
4341,13,23,4
4059,11,60,5
2556,13,55,4
3008,5,13,3
3563,14,15,3
756,5,6,1
2900,5,11,3
3125,5,9,3
4800,8,38,5
4410,5,17,4
4870,6,35,6
3719,15,33,5
1972,13,33,3
648,3,32,2
2906,4,8,3
3415,9,25,3
3363,15,39,4
4970,3,31,5
3143,1,21,3
3375,3,37,4
3575,5,35,4
3752,3,50,5
357,5,30,1
4845,6,29,5
695,9,13,1
1236,5,53,3
672,8,48,2
453,15,6,1
2248,3,42,3
2065,1,15,2
1584,9,36,3
892,9,39,2
4363,4,59,5
4439,5,12,4
100,3,13,1
2736,2,48,4
4508,6,14,4
318,1,33,2
2531,4,12,3
3539,11,41,4
1451,1,33,3
2986,3,51,4
2415,13,7,3
4826,13,27,5
3630,15,3,4
4615,8,57,5
2830,9,13,3
550,5,29,1
1244,3,31,2
4288,14,46,5
768,13,17,1
308,10,51,2
4158,4,18,4
214,5,17,1
3070,14,36,4
3275,1,39,4
2866,1,27,3
1096,2,33,2
2743,5,25,3
3482,12,5,3
3896,2,10,4
2811,6,11,3
4572,1,33,5
3729,6,38,5
3787,8,30,4
4452,6,62,5
856,9,28,1
111,1,11,1
3604,7,38,5
419,2,27,1
2535,1,13,3
756,2,32,2
1182,12,5,1
1509,10,32,3
1265,3,43,3
168,8,34,2
997,15,55,2
2751,5,13,3
3840,9,36,5
3737,6,17,4
2856,7,10,3
3219,5,59,4
2720,8,2,3
4520,3,52,5
3295,1,58,4
2618,7,48,4
2023,10,57,3
331,8,56,2
1833,9,2,2
3900,3,5,4
323,9,54,2
2529,6,30,3
4173,1,45,5
1146,3,9,1
4549,3,27,4
797,10,53,2
610,14,21,1
1855,9,19,2
4433,5,56,5
331,5,24,1
4492,14,28,4
3581,7,23,3
717,1,38,2
1016,1,37,2
551,6,17,1
2351,3,17,2
2392,8,40,3
683,9,43,2
4620,10,8,4
4595,12,59,5
1043,11,37,2
958,2,24,1
3770,11,59,5
2693,5,52,4
723,9,17,1
3230,7,11,3
1581,14,47,3
4023,12,43,5
3706,14,55,5
2669,3,42,4
181,11,44,2
4733,10,6,4
2751,5,19,3
4646,3,8,4
407,9,45,2
1619,2,35,3
3502,10,25,3
2673,12,35,4
965,11,7,1
719,15,14,1
3879,9,24,4
547,14,7,1
421,2,54,2
1316,9,25,2
1441,10,11,2
424,3,51,2
2914,8,38,4
4624,12,28,4
3476,2,26,3
4906,12,48,6
1572,13,19,2
2302,8,25,2
2534,4,47,4
2954,9,54,4
4723,7,28,4
1043,11,32,2
4411,10,26,4
2782,12,45,4
539,11,38,2
562,6,31,1
2491,14,47,4
2862,8,21,3
2573,8,23,3
1825,4,37,3
4900,6,5,5
1411,7,42,3
3860,13,46,5
4832,5,56,6
1948,10,49,3
2858,10,25,3
2005,1,2,2
3101,3,25,3
4404,3,8,4
703,7,19,1
4362,10,62,5
902,12,62,2
4358,10,24,4
1289,8,57,3
822,1,5,1
4275,3,35,5
3584,7,53,4
3295,6,39,4
2769,3,63,4
4951,9,49,6
2814,3,39,4
683,7,20,1
4017,4,57,5
2701,2,20,3
3785,7,55,5
3481,6,42,4
482,13,12,1
3720,9,27,4
639,3,47,2
631,14,54,2
2400,10,36,3
1492,10,59,3
1519,2,56,3
3682,4,32,5
3268,6,20,3
3218,8,23,3
4187,4,60,5
4028,14,56,5
1243,9,53,3
3483,1,60,4
4731,7,37,5
2189,9,56,3
2665,11,49,4
2878,3,9,3
539,12,49,2
3142,5,2,3
742,4,10,1
3063,12,43,4
2894,4,21,3
3457,14,5,3
3872,10,50,5
1284,2,34,3
297,11,40,2
4762,14,2,4
3069,1,63,4
916,5,6,1
1577,6,38,3
2566,2,47,4
1531,11,56,3
4932,10,29,5
4400,13,63,5
3670,9,37,5
3101,5,15,3
3132,9,53,4
759,3,16,1
2879,2,17,3
3336,12,26,3
1994,9,11,2
4114,4,51,5
3440,4,16,3
627,2,13,1
3233,5,8,3
4273,12,46,5
3969,7,27,4
3149,5,35,4
1649,9,22,2
1407,3,40,3
1598,8,48,3
4385,10,57,5
707,4,25,1
1101,13,2,1
4624,10,14,4
2190,2,56,3
437,12,30,1
2180,8,54,3
1803,14,22,2
3091,5,62,4
2377,12,52,3
2492,14,10,3
3947,8,59,5
2293,15,36,3
108,2,39,2
369,10,33,2
1625,9,36,3
140,4,44,2
2079,2,21,2
617,11,33,2
3888,7,55,5
2888,13,26,3
1625,8,51,3
2327,12,29,2
3455,2,20,3
1228,2,63,3
1258,9,62,3
4020,1,46,5
681,11,7,1
4912,12,51,6
1717,2,35,3
570,13,41,2
859,6,4,1
4036,15,9,4
2598,5,13,3
2871,5,45,4
3325,14,26,3
3928,1,36,5
4451,2,45,5
4426,10,5,4
3288,10,34,4
4008,7,39,5
4937,2,60,6
1432,4,38,3
2815,12,17,3
3947,6,27,4
2178,2,48,3
4436,5,28,4
3568,12,27,3
1591,2,62,3
1566,4,24,2
3517,9,50,4
4637,1,54,5
3246,4,59,4
2147,11,26,2
934,3,40,2
3551,9,49,4
2235,1,52,3
4391,6,23,4
4843,12,45,6
2355,7,24,2
3262,4,40,4
2306,13,49,3
4727,10,46,5
3526,10,19,3
4334,9,14,4
2929,12,12,3
4094,14,44,5
4671,14,4,4
1762,5,39,3
1477,8,49,3
1273,9,38,3
1878,3,44,3
2663,3,50,4
341,1,35,2
4783,4,16,4
1104,15,40,2
1702,1,54,3
4376,13,59,5
1229,2,19,2
4498,4,23,4
420,9,59,2
3888,15,47,5
331,3,57,2
172,4,43,2
495,15,31,1
3522,15,15,3
505,10,8,1
434,13,59,2
2910,3,2,3
2425,5,17,3
4152,15,3,4
1480,13,4,2
2780,6,57,4
649,4,63,2
4957,2,36,6
601,14,34,2
2559,8,14,3
4381,5,24,4
494,12,33,2
1581,1,53,3
125,5,54,2
1215,1,38,3
4084,2,41,5
3261,6,18,3
3698,11,41,5
3331,2,59,4
135,1,5,1
2240,3,44,3
3789,11,17,4
3054,5,56,4
2082,15,12,2
334,14,19,1
864,7,5,1
2978,6,37,4
3443,4,20,3
450,10,39,2
107,13,39,2
3627,11,42,5
1748,2,40,3
3672,9,5,4
2814,14,4,3
3855,12,40,5
2635,13,40,4
4172,6,31,4
708,6,58,2
2653,5,32,4
4382,10,49,5
1067,11,6,1
1098,11,14,1
2326,1,47,3
4155,5,45,5
1042,2,50,2
3468,13,16,3
2277,12,42,3
3900,14,58,5
1562,3,36,3
3361,3,62,4
2995,6,21,3
2846,9,49,4
1476,15,42,3
4565,14,36,5
3832,9,40,5
4532,14,33,5
3807,11,53,5
4734,13,62,5
3058,2,28,3
2853,1,2,3
4607,6,11,4
555,14,57,2
244,3,33,2
2769,5,14,3
2027,8,13,2
1187,6,16,1
4273,12,47,5
4286,4,20,4
1396,8,46,3
3796,13,2,4
3309,8,6,3
102,3,7,1
2205,10,20,2
3383,6,18,3
595,8,32,2
3752,13,35,5
2865,7,58,4
2598,2,49,4
2197,10,57,3
2229,1,15,2
1727,13,61,3
4897,2,37,6
3115,10,15,3
1025,12,33,2
1709,6,23,2
1070,4,62,2
3708,10,10,4
4449,5,32,5
2282,3,41,3
1022,6,13,1
2092,12,52,3
3111,5,38,4
692,5,20,1
3890,13,26,4
4925,5,19,5
2813,8,48,4
1067,3,2,1
3505,7,30,3
1584,8,33,3
4618,6,6,4
3750,12,53,5
2818,9,47,4
4849,6,8,5
2439,15,22,3
1962,8,57,3
2166,14,18,2
3323,15,16,3
737,2,15,1
3892,3,24,4
1070,10,35,2
386,2,50,2
4835,2,29,5
3192,14,7,3
3711,2,24,4
3635,14,22,4
1426,3,12,2
2190,3,40,3
1448,8,7,2
3614,13,49,5
683,12,16,1
2048,5,30,2
3316,9,3,3
2891,11,60,4
1150,8,57,2
4001,8,25,4
3357,10,30,3
4202,6,3,4
539,14,26,1
1998,6,11,2
4741,12,43,5
4311,12,15,4
1422,14,60,3
771,2,46,2
2975,9,61,4
2104,15,13,2
2496,14,24,3
3092,8,13,3
4510,3,24,4
473,8,26,1
4837,10,59,6
4042,9,18,4
1518,7,16,2
3292,10,26,3
640,3,21,1
3001,14,51,4
498,12,20,1
2718,5,46,4
2669,2,59,4
1592,11,40,3
3258,2,27,3
636,3,52,2
4235,7,14,4
2028,8,42,3
4244,7,40,5
4564,13,13,4
1344,5,24,2
1186,10,29,1
3251,1,15,3
3646,12,26,4
3790,6,44,5
3495,3,10,3
2158,9,27,2
1405,6,9,2
1353,7,46,3
2801,2,41,4
2118,12,60,3
831,14,37,2
2173,15,31,2
4402,6,34,5
955,3,62,2
2391,3,9,2
2441,14,35,4
100,4,27,1
2270,13,24,2
1389,14,49,3
3834,14,40,5
4498,15,22,4
3852,4,41,5
196,7,45,2
706,7,32,2
2827,3,32,4
4377,11,62,5
973,9,59,2
3851,13,17,4
2152,1,62,3
4176,11,43,5
610,7,47,2
3398,6,21,3
2624,15,50,4
2713,8,22,3
4795,1,12,4
582,2,40,2
1649,12,30,2
1447,3,27,2
3975,10,27,4
3870,14,51,5
1167,15,26,1
1154,4,47,2
2568,14,29,3
3615,6,59,5
660,7,58,2
1873,12,13,2
2298,6,44,3
434,3,36,2
3783,9,29,4
1286,2,27,2
3380,14,13,3
4250,13,48,5
436,1,55,2
967,12,59,2
4365,12,2,4
2462,15,62,4
4176,6,42,5
4876,2,49,6
4541,7,39,5
2160,15,28,2
2018,15,62,3
1820,13,11,2
4104,10,55,5
1510,4,55,3
2180,15,28,2
2211,6,57,3
373,6,51,2
2019,12,28,2
441,7,33,2
3321,15,37,4
2417,6,44,4
2546,15,45,4
344,11,59,2
4293,3,60,5
2845,10,29,3
642,14,26,1
590,14,37,2
2969,5,8,3
339,7,11,1
4369,5,54,5
2102,5,34,3
768,5,43,2
3175,3,27,3
530,10,15,1
1855,12,36,3
2296,4,50,3
3574,12,43,4
2255,8,31,2
1019,1,3,1
1950,14,58,3
1314,11,24,2
4665,15,60,5
2961,3,30,3
1743,11,16,2
353,14,57,2
2363,9,34,3
4539,12,27,4
4695,14,41,5
904,8,44,2
3499,1,3,3
3992,12,26,4
1077,8,34,2
1327,9,42,3
3606,13,7,4
2040,1,28,2
4255,4,15,4
1298,6,56,3
4219,13,60,5
4878,4,6,5
2659,2,18,3
4208,15,44,5
1066,10,48,2
1728,15,40,3
978,15,38,2
4166,6,58,5
1246,2,55,3
3441,2,29,3
981,11,19,1
